"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2025-06-18","89.4","-1.92","5.48","Hughes, Gabriel",669392,687312,,"ball",,,,,11,"Samad Taylor out on a sacrifice bunt, catcher Drew Romo to first baseman Warming Bernabel. Austin Shenton to 2nd.","R","R","R","TAC","ABQ","B",,,2,1,2025,"-0.38","1.21","-0.93","3.97",,,668853,0,3,"Bot",,,,,,,3.261244699886495,-130.1949172730783,-0.2729351238121366,-4.993257259098302,27.534501868299103,-18.549590823784595,"3.04","1.54",,,,"90.2",1865,"6.7",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.76",,,,,,,,25,4,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Strategic","Standard",203,"0","0.136",,,,"-0.136",,-1,-1,"0.474","0.474",23,26,24,27,2,1,,,,,"1.64","0.38","0.38",,,,,,
"CH","2025-06-18","88.3","-2.04","5.42","Hughes, Gabriel",669392,687312,,"ball",,,,,11,"Samad Taylor out on a sacrifice bunt, catcher Drew Romo to first baseman Warming Bernabel. Austin Shenton to 2nd.","R","R","R","TAC","ABQ","B",,,1,1,2025,"-0.29","1.11","-0.23","5",,,668853,0,3,"Bot",,,,,,,5.0479502057731604,-128.57703760668238,2.743216783441786,-4.169367686890862,24.709018670891506,-20.55644983064531,"3.04","1.54",,,,"89.4",1905,"6.8",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.75",,,,,,,,25,3,"Changeup",1,2,1,2,2,1,1,2,"Strategic","Standard",197,"0","0.064",,,,"-0.064",,-1,-1,"0.474","0.474",23,26,24,27,2,1,,,,,"1.79","0.29","0.29",,,,,,
"SL","2025-06-18","85","-1.83","5.61","Hughes, Gabriel",669392,687312,,"foul_bunt",,,,,5,"Samad Taylor out on a sacrifice bunt, catcher Drew Romo to first baseman Warming Bernabel. Austin Shenton to 2nd.","R","R","R","TAC","ABQ","S",,,1,0,2025,"-0.05","0.58","-0.04","2.51",,,668853,0,3,"Bot",,,,,,,4.319865580474129,-123.81834850154041,-2.1472655705221015,-1.3754246740100666,24.955159651918425,-25.979269391642717,"3.04","1.54",,,,"85.8",2134,"6.8",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.73",,,,,,,,25,2,"Slider",1,2,1,2,2,1,1,2,"Standard","Standard",177,"0","-0.076",,,,"0.076",,-1,-1,"0.474","0.474",23,26,24,27,2,1,,,,,"2.57","0.05","0.05",,,,,,
"FF","2025-06-18","89.2","-1.96","5.49","Hughes, Gabriel",669392,687312,,"ball",,,,,11,"Samad Taylor out on a sacrifice bunt, catcher Drew Romo to first baseman Warming Bernabel. Austin Shenton to 2nd.","R","R","R","TAC","ABQ","B",,,0,0,2025,"-0.53","1.26","-0.99","4.19",,,668853,0,3,"Bot",,,,,,,3.515291668454387,-129.89877380976097,0.17918784007610356,-6.677888681120559,26.44782124776952,-18.152435546398745,"3.04","1.54",,,,"90.1",1912,"6.7",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.76",,,,,,,,25,1,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",199,"0","0.056",,,,"-0.056",,-1,-1,"0.474","0.474",23,26,24,27,2,1,,,,,"1.6","0.53","0.53",,,,,,
"FF","2025-06-18","89.9","-1.93","5.31","Hughes, Gabriel",668853,687312,"single","hit_into_play",,,,,9,"Austin Shenton singles on a line drive to left fielder Sterlin Thompson.","R","L","R","TAC","ABQ","X",7,"line_drive",1,2,2025,"-0.43","1.42","0.49","1.56",,,,0,3,"Bot",85.07,132.83,,,,,7.016037927911385,-130.7488833481995,-6.433539462765459,-6.367415415646216,25.129027517230803,-14.745493621433848,"3.19","1.61",197,"73.2",21,"91.3",1968,"7",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.54",0.98,0.888,"0.9",1,1,0,4,24,4,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Strategic","Standard",203,"0.044","0.585",,,1.044,"-0.585","88.0",-1,-1,"0.43","0.43",23,27,24,27,1,0,,,,,"1.39","0.43","-0.43",,,,,,
"FF","2025-06-18","89.5","-1.92","5.34","Hughes, Gabriel",668853,687312,,"swinging_strike",,,,,4,"Austin Shenton singles on a line drive to left fielder Sterlin Thompson.","R","L","R","TAC","ABQ","S",,,1,1,2025,"-0.43","1.38","-0.38","2.7",,,,0,3,"Bot",,,,,,,4.766563850077416,-130.3153248979797,-3.501698383984904,-5.808995305859537,24.961824000423128,-15.863437867141528,"3.19","1.61",,,,"90.9",1915,"6.9",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.59",,,,,,,,24,3,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",201,"0","-0.077",,,,"0.077",,-1,-1,"0.43","0.43",23,27,24,27,1,0,,,,,"1.44","0.43","-0.43",,,,,,
"FF","2025-06-18","89.9","-1.84","5.52","Hughes, Gabriel",668853,687312,,"called_strike",,,,,4,"Austin Shenton singles on a line drive to left fielder Sterlin Thompson.","R","L","R","TAC","ABQ","S",,,1,0,2025,"-0.41","1.42","-0.37","2.66",,,,0,3,"Bot",,,,,,,4.5691231844427795,-130.92318446086395,-4.182890011543834,-5.680068902575936,26.45600357855482,-15.181726697852211,"3.19","1.61",,,,"90.8",1982,"6.7",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.8",,,,,,,,24,2,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",199,"0","-0.085",,,,"0.085",,-1,-1,"0.43","0.43",23,27,24,27,1,0,,,,,"1.39","0.41","-0.41",,,,,,
"FF","2025-06-18","89.7","-1.74","5.44","Hughes, Gabriel",668853,687312,,"ball",,,,,11,"Austin Shenton singles on a line drive to left fielder Sterlin Thompson.","R","L","R","TAC","ABQ","B",,,0,0,2025,"-0.42","1.4","-1.46","2.4",,,,0,3,"Bot",,,,,,,1.586024559263538,-130.59640393231197,-4.564004337713682,-5.160036178495212,25.966956948310145,-15.423004140141822,"3.19","1.61",,,,"90.8",1965,"6.8",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.68",,,,,,,,24,1,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",202,"0","0.068",,,,"-0.068",,-1,-1,"0.43","0.43",23,27,24,27,1,0,,,,,"1.42","0.42","-0.42",,,,,,
"FF","2025-06-18","92","-1.54","5.53","Hughes, Gabriel",689070,687312,"field_out","hit_into_play",,,,,6,"Spencer Packard flies out to left fielder Sterlin Thompson.","R","L","R","TAC","ABQ","X",7,"fly_ball",0,1,2025,"0","1.1","0.62","2.21",,,689041,2,2,"Bot",90.1,100.2,,,,,5.547981219395917,-133.9999884144021,-5.102415503666005,-0.9833638199583755,24.912519430967365,-18.02863320746256,"3.16","1.59",263,"83.9",46,"93.6",1960,"6.9",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.63",0.011,0.01,"0",1,0,0,3,17,2,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",199,"-0.021","-0.225",,,0.011,"0.225","88.0",1,1,"0.638","0.638",23,27,24,28,1,0,,,,,"1.56","0","0",,,,,,
"FF","2025-06-18","91.8","-1.62","5.64","Hughes, Gabriel",689070,687312,,"foul",,,,,3,"Spencer Packard flies out to left fielder Sterlin Thompson.","R","L","R","TAC","ABQ","S",,,0,0,2025,"0.08","1.1","0.29","3.01",,,689041,2,2,"Bot",,,,,,,4.711953552525819,-133.6681130414358,-3.281608179906946,0.0317248657009332,26.58321965765973,-18.439017577116555,"3.16","1.59",243,"74.3",34,"93.2",2058,"6.9",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.58",,,,,,,,17,1,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",188,"0","-0.06",,,,"0.06","88.0",1,1,"0.638","0.638",23,27,24,28,1,0,,,,,"1.58","-0.08","0.08",,,,,,
"SL","2025-06-18","85.9","-1.53","5.74","Hughes, Gabriel",660844,687312,"strikeout","swinging_strike",,,,,4,"Leo Rivas strikes out swinging.","R","L","R","TAC","ABQ","S",2,,3,2,2025,"-0.1","0.28","-0.38","2.24",,,689041,1,2,"Bot",,,,,,,2.9467450332291962,-125.02119550591756,-2.584005812220746,-1.646719969391249,27.296675388359272,-28.938185398827827,"3.03","1.53",,,,"86.5",2153,"6.9",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.62",,0,"0",1,0,0,,16,6,"Slider",1,0,1,0,0,1,1,0,"Standard","Standard",139,"-0.024","-0.342",,,,"0.342",,1,1,"0.662","0.662",23,27,24,28,1,0,,,,,"2.83","0.1","-0.1",,,,,,
"SL","2025-06-18","84.7","-1.55","5.71","Hughes, Gabriel",660844,687312,,"ball",,,,,14,"Leo Rivas strikes out swinging.","R","L","R","TAC","ABQ","B",,,2,2,2025,"0.03","0.27","0.99","1.58",,,689041,1,2,"Bot",,,,,,,5.931266059991796,-123.18014021364714,-3.8898090607181866,-0.8708645416870727,23.89605029719404,-28.82907250843519,"3.03","1.53",,,,"85.7",2071,"6.9",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.6",,,,,,,,16,5,"Slider",1,0,1,0,0,1,1,0,"Standard","Standard",128,"0","0.108",,,,"-0.108",,1,1,"0.662","0.662",23,27,24,28,1,0,,,,,"2.9","-0.03","0.03",,,,,,
"SL","2025-06-18","85.3","-1.64","5.65","Hughes, Gabriel",660844,687312,,"swinging_strike",,,,,14,"Leo Rivas strikes out swinging.","R","L","R","TAC","ABQ","S",,,2,1,2025,"0.16","0.29","0.98","1.99",,,689041,1,2,"Bot",,,,,,,5.889407953970794,-124.14205701123413,-2.930311704886901,0.5118842608908575,24.595136410892074,-28.78023041678706,"3.03","1.53",,,,"86.1",2216,"6.8",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.74",,,,,,,,16,4,"Slider",1,0,1,0,0,1,1,0,"Standard","Standard",135,"0","-0.086",,,,"0.086",,1,1,"0.662","0.662",23,27,24,28,1,0,,,,,"2.84","-0.16","0.16",,,,,,
"FF","2025-06-18","91.6","-1.86","5.68","Hughes, Gabriel",660844,687312,,"ball",,,,,11,"Leo Rivas strikes out swinging.","R","L","R","TAC","ABQ","B",,,1,1,2025,"-0.13","1.06","-0.98","3.81",,,689041,1,2,"Bot",,,,,,,2.505471894939669,-133.5269482961855,-1.2111116266598816,-2.0241282273443755,26.4870106123686,-19.38736711633672,"3.03","1.53",,,,"92.5",1950,"6.6",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.94",,,,,,,,16,3,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",195,"0","0.063",,,,"-0.063",,1,1,"0.662","0.662",23,27,24,28,1,0,,,,,"1.63","0.13","-0.13",,,,,,
"FF","2025-06-18","91.4","-2.03","5.44","Hughes, Gabriel",660844,687312,,"called_strike",,,,,1,"Leo Rivas strikes out swinging.","R","L","R","TAC","ABQ","S",,,1,0,2025,"-0.16","0.97","-0.69","2.66",,,689041,1,2,"Bot",,,,,,,3.7536981022261315,-133.23409939168064,-3.341741118181138,-2.5526679037634827,23.950421303471785,-20.087873291229204,"3.03","1.53",,,,"92.9",1939,"6.7",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.8",,,,,,,,16,2,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",196,"0","-0.069",,,,"0.069",,1,1,"0.662","0.662",23,27,24,28,1,0,,,,,"1.72","0.16","-0.16",,,,,,
"FF","2025-06-18","91.3","-2.1","5.37","Hughes, Gabriel",660844,687312,,"ball",,,,,11,"Leo Rivas strikes out swinging.","R","L","R","TAC","ABQ","B",,,0,0,2025,"-0.35","1.03","-0.86","3.82",,,689041,1,2,"Bot",,,,,,,3.9348450030706394,-132.95867958024786,-0.2723886356929573,-5.003971612474343,27.047526866689626,-20.10536014011281,"3.03","1.53",,,,"92.4",1927,"6.8",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.74",,,,,,,,16,1,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",204,"0","0.047",,,,"-0.047",,1,1,"0.662","0.662",23,27,24,28,1,0,,,,,"1.69","0.35","-0.35",,,,,,
"FF","2025-06-18","90.7","-1.89","5.42","Hughes, Gabriel",689041,687312,"single","hit_into_play",,,,,3,"Rhylan Thomas singles on a line drive to center fielder Zac Veen.","R","L","R","TAC","ABQ","X",8,"line_drive",0,0,2025,"-0.11","1.16","0.32","2.85",,,,1,2,"Bot",119.16,119.22,,,,,5.840997197501082,-131.93777407100583,-2.982695903186106,-2.57799316881475,28.726308963071418,-18.231927279333604,"3.12","1.58",204,"82",16,"91.6",2080,"6.9",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.57",0.969,0.898,"0.9",1,1,0,4,15,1,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",190,"0.022","0.449",,,1.07,"-0.449","88.0",1,1,"0.64","0.64",23,25,24,25,1,0,,,,,"1.62","0.11","-0.11",,,,,,
"SL","2025-06-18","86","-1.64","5.62","Hughes, Gabriel",682988,687312,"home_run","hit_into_play",,,,,5,"Tyler Locklear homers (6) on a fly ball to left center field.","R","R","R","TAC","ABQ","X",,"fly_ball",0,0,2025,"0","0.44","0.03","2.46",,,,1,2,"Bot",66.95,58.43,,,,,4.002562771964824,-125.26700278067975,-2.1903523722368075,-0.7260152570466194,23.46682488820719,-27.323671041429197,"3.29","1.66",377,"99.4",39,"87.4",2269,"7",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.51",0.131,0.251,"2",1,0,3,3,14,1,"Slider",0,0,0,0,0,1,1,0,"Standard","Standard",142,"0.113","1.583",,,0.492,"-1.583","99.4",0,0,"0.527","0.527",23,24,24,25,1,0,,,,,"2.62","0","0",,,,,,
"FF","2025-06-18","90.8","-1.85","5.41","Hughes, Gabriel",665750,687312,"field_out","hit_into_play",,,,,5,"Leody Taveras flies out to center fielder Zac Veen.","R","L","R","TAC","ABQ","X",8,"fly_ball",1,2,2025,"-0.13","0.89","-0.1","2.61",,,,0,2,"Bot",111.48,105.77,,,,,4.734267834338843,-132.30994715791962,-3.097290971875161,-2.4074549224290953,24.77646201693521,-21.272322713842474,"3.29","1.66",237,"88.7",57,"92.5",1905,"7",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.54",0.006,0.005,"0",1,0,0,3,13,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",200,"-0.023","-0.21",,,0.006,"0.21","88.7",0,0,"0.55","0.55",23,26,24,27,1,0,,,,,"1.84","0.13","-0.13",,,,,,
"SL","2025-06-18","85.7","-1.48","5.52","Hughes, Gabriel",665750,687312,,"ball",,,,,14,"Leody Taveras flies out to center fielder Zac Veen.","R","L","R","TAC","ABQ","B",,,0,2,2025,"-0.21","0.13","0.58","0.05",,,,0,2,"Bot",,,,,,,5.35756186377648,-124.65828843437244,-7.02417775480135,-3.233922544558871,23.91644670803032,-29.683760238897584,"3.29","1.66",,,,"87",2165,"7",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.46",,,,,,,,13,3,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",181,"0","0.049",,,,"-0.049",,0,0,"0.55","0.55",23,26,24,27,1,0,,,,,"2.97","0.21","-0.21",,,,,,
"FF","2025-06-18","90.7","-1.8","5.35","Hughes, Gabriel",665750,687312,,"called_strike",,,,,9,"Leody Taveras flies out to center fielder Zac Veen.","R","L","R","TAC","ABQ","S",,,0,1,2025,"-0.38","1.06","0.41","1.93",,,,0,2,"Bot",,,,,,,6.426923818997443,-132.00123568071572,-4.9693126316548915,-5.8200700179025935,26.992716517530297,-18.870654991047626,"3.29","1.66",,,,"92",1904,"7",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.5",,,,,,,,13,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",199,"0","-0.074",,,,"0.074",,0,0,"0.55","0.55",23,26,24,27,1,0,,,,,"1.7","0.38","-0.38",,,,,,
"FF","2025-06-18","90.4","-1.75","5.48","Hughes, Gabriel",665750,687312,,"called_strike",,,,,2,"Leody Taveras flies out to center fielder Zac Veen.","R","L","R","TAC","ABQ","S",,,0,0,2025,"-0.37","1.17","-0.2","3.26",,,,0,2,"Bot",,,,,,,4.703891948909288,-131.57395326503732,-2.105090574570305,-5.250892796974603,28.134003918015754,-18.38759538607055,"3.29","1.66",,,,"91.2",135,"6.8",779550,691011,682653,691182,668845,680911,694514,691728,692585,"53.71",,,,,,,,13,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",71,"0","-0.07",,,,"0.07",,0,0,"0.55","0.55",23,26,24,27,1,0,,,,,"1.62","0.37","-0.37",,,,,,
