"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2025-06-27","89.4","2.07","5.97","O'Loughlin, Jack",687231,672552,,"ball",,,,,12,"Darell Hernaiz singles on a ground ball to left fielder Sterlin Thompson. Zack Gelof to 2nd.","R","R","L","LV","ABQ","B",,,0,0,2025,"0.54","0.9","1.64","4.94",,,680869,0,6,"Bot",,,,,,,-2.1974162882491948,-130.25778291624533,1.519494435777946,6.664541517785624,25.161428937908234,-22.36081245138985,"3.2","1.61",,,,"89.4",2136,"6.1",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.43",,,,,,,,55,1,"4-Seam Fastball",7,6,7,6,6,7,7,6,"Standard","Standard",138,"0","0.056",,,,"-0.056",,1,1,"0.777","0.777",25,23,25,24,1,3,,,,,"1.93","0.54","-0.54",,,,,,
"CU","2025-06-27","74.8","1.94","5.89","O'Loughlin, Jack",680869,672552,"single","hit_into_play",,,,,12,"Zack Gelof singles on a line drive to right fielder Zac Veen.","R","R","L","LV","ABQ","X",9,"line_drive",0,1,2025,"-0.73","-0.97","0.92","2.82",,,,0,6,"Bot",149.07,107.14,,,,,-0.8127246308713149,-108.9611684965195,2.5188989072809904,-5.700287616369722,18.931503372702007,-40.57052905946817,"3.31","1.67",238,"99.5",16,"74.5",2060,"6",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.54",0.574,0.6,"0.9",1,1,0,4,54,2,"Curveball",7,6,7,6,6,7,7,6,"Standard","Standard",326,"0.031","0.56",,,0.837,"-0.56","99.5",1,1,"0.746","0.746",25,25,25,26,1,3,,,,,"5.03","-0.73","0.73",,,,,,
"SL","2025-06-27","81.1","2.06","5.91","O'Loughlin, Jack",680869,672552,,"foul",,,,,3,"Zack Gelof singles on a line drive to right fielder Zac Veen.","R","R","L","LV","ABQ","S",,,0,0,2025,"-0.08","-0.27","0.28","3.34",,,,0,6,"Bot",,,,,,,-3.8212329382654753,-118.153531797343,1.3700805972593524,-0.035211066437099,22.085778224357345,-35.21848380751753,"3.31","1.67",251,"81.8",57,"80.8",2360,"6",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.51",,,,,,,,54,1,"Slider",7,6,7,6,6,7,7,6,"Standard","Strategic",312,"0","-0.07",,,,"0.07","88.0",1,1,"0.746","0.746",25,25,25,26,1,3,,,,,"3.73","-0.08","0.08",,,,,,
"SL","2025-06-27","84.9","1.99","5.8","O'Loughlin, Jack",664670,672552,"field_out","hit_into_play",,,,,4,"Alejo Lopez lines out to third baseman Aaron Schunk.","R","R","L","LV","ABQ","X",5,"line_drive",1,2,2025,"0.01","0.11","-0.52","2.25",,695391,,2,5,"Bot",102.46,165.96,,,,,-5.874916786647895,-123.58158128926915,-2.2682395757543996,1.1612030557882353,22.382497519972006,-30.77289619587843,"3.03","1.53",137,"79.8",10,"85.1",2389,"6.2",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.3",0.414,0.378,"0",1,0,0,4,48,4,"Slider",7,5,7,5,5,7,7,5,"Standard","Strategic",332,"-0.022","-0.195",,,0.447,"0.195","88.0",2,2,"0.811","0.811",25,29,25,29,1,2,,,,,"3.02","0.01","-0.01",,,,,,
"FF","2025-06-27","92.1","1.87","5.94","O'Loughlin, Jack",664670,672552,,"foul",,,,,8,"Alejo Lopez lines out to third baseman Aaron Schunk.","R","R","L","LV","ABQ","S",,,1,1,2025,"0.67","1.28","-0.02","1.85",,,695391,2,5,"Bot",,,,,,,-6.220372094294566,-133.8610348343189,-7.291148802736641,9.389756870651516,28.43445191422533,-15.423787602111078,"3.03","1.53",260,"82.1",29,"91.8",2230,"6.1",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.39",,,,,,,,48,3,"4-Seam Fastball",7,5,7,5,5,7,7,5,"Standard","Strategic",139,"0","-0.071",,,,"0.071","88.0",2,2,"0.803","0.803",25,29,25,29,1,2,,,,,"1.41","0.67","-0.67",,,,,,
"CH","2025-06-27","85.4","2.03","5.74","O'Loughlin, Jack",664670,672552,,"blocked_ball",,,,,13,"Alejo Lopez lines out to third baseman Aaron Schunk.","R","R","L","LV","ABQ","B",,,0,1,2025,"1.15","0.04","-0.88","0.6",,,695391,2,5,"Bot",,,,,,,-9.110603611569397,-123.9474656366841,-5.850715779164903,13.628757169617193,24.585785088610546,-30.705217374082864,"3.03","1.53",,,,"85",1457,"6.2",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.33",,,,,,,,48,2,"Changeup",7,5,7,5,5,7,7,5,"Standard","Strategic",108,"0","0.042",,,,"-0.042",,2,2,"0.803","0.803",25,29,25,29,1,2,,,,,"3.1","1.15","-1.15",,,,,,
"CH","2025-06-27","86.1","2.07","5.8","O'Loughlin, Jack",664670,672552,,"foul",,,,,13,"Alejo Lopez lines out to third baseman Aaron Schunk.","R","R","L","LV","ABQ","S",,,0,0,2025,"0.89","0.24","-0.41","1.26",,,695391,2,5,"Bot",,,,,,,-7.6589019651716175,-125.13585435439312,-5.035673152806013,10.811680667731443,24.062747175805647,-28.829016154929224,"3.03","1.53",2,,-35,"86.1",1331,"6.3",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.23",,,,,,,,48,1,"Changeup",7,5,7,5,5,7,7,5,"Standard","Strategic",115,"0","-0.06",,,,"0.06",,2,2,"0.803","0.803",25,29,25,29,1,2,,,,,"2.83","0.89","-0.89",,,,,,
"CH","2025-06-27","85.2","2.11","5.76","O'Loughlin, Jack",640902,672552,"strikeout","swinging_strike_blocked",,,,,14,"Jhonny Pereda strikes out swinging.","R","R","L","LV","ABQ","S",2,,0,2,2025,"1","-0.13","0.05","0.5",,,695391,1,5,"Bot",,,,,,,-6.824211436239779,-123.78554739341564,-5.747001457526268,11.606414440582595,25.20831064064509,-32.47543392296751,"3.26","1.64",,,,"84.9",1306,"6.2",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.29",,0,"0",1,0,0,,47,3,"Changeup",7,5,7,5,5,7,7,5,"Standard","Standard",110,"-0.018","-0.149",,,,"0.149",,2,2,"0.821","0.821",25,29,25,29,1,2,,,,,"3.28","1","-1",,,,,,
"CH","2025-06-27","86.4","2.09","5.82","O'Loughlin, Jack",640902,672552,,"swinging_strike",,,,,13,"Jhonny Pereda strikes out swinging.","R","R","L","LV","ABQ","S",,,0,1,2025,"1","0.05","-0.23","1.16",,,695391,1,5,"Bot",,,,,,,-7.542040494126421,-125.68228049465624,-5.045647443277082,12.074700289440473,23.114873492104728,-30.880780895898223,"3.26","1.64",,,,"86.6",1530,"6.2",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.27",,,,,,,,47,2,"Changeup",7,5,7,5,5,7,7,5,"Standard","Strategic",116,"0","-0.068",,,,"0.068",,2,2,"0.821","0.821",25,29,25,29,1,2,,,,,"2.98","1","-1",,,,,,
"CU","2025-06-27","75.8","2.08","5.91","O'Loughlin, Jack",640902,672552,,"called_strike",,,,,3,"Jhonny Pereda strikes out swinging.","R","R","L","LV","ABQ","S",,,0,0,2025,"-0.69","-0.87","0.82","3.02",,,695391,1,5,"Bot",,,,,,,-1.417638129287258,-110.34680825086694,2.6172237264914555,-5.319282514317071,20.554619968572236,-40.00778052236018,"3.26","1.64",,,,"75.5",2306,"6.2",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.33",,,,,,,,47,1,"Curveball",7,5,7,5,5,7,7,5,"Standard","Standard",330,"0","-0.062",,,,"0.062",,2,2,"0.821","0.821",25,29,25,29,1,2,,,,,"4.85","-0.69","0.69",,,,,,
"SL","2025-06-27","84","2.25","5.87","O'Loughlin, Jack",605361,672552,"field_out","hit_into_play",,,,,12,"Nick Martini lines out softly to second baseman Adael Amador.","R","L","L","LV","ABQ","X",4,"line_drive",1,2,2025,"-0.11","0","1.25","2.63",,,695391,0,5,"Bot",149.87,140.58,,,,,-2.071270470525371,-122.35326440068934,-1.146807815043016,-0.759898507584835,23.222346597660806,-32.1242648481579,"3.16","1.59",162,"59.3",23,"83.9",2260,"6.1",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.4",0.323,0.291,"0",1,0,0,1,46,4,"Slider",7,5,7,5,5,7,7,5,"Strategic","Standard",278,"-0.02","-0.196",,,0.349,"0.196","88.0",2,2,"0.841","0.841",25,35,25,35,1,2,,,,,"3.21","-0.11","-0.11",,,,,,
"SL","2025-06-27","84.1","2.2","5.8","O'Loughlin, Jack",605361,672552,,"foul",,,,,5,"Nick Martini lines out softly to second baseman Adael Amador.","R","L","L","LV","ABQ","S",,,1,1,2025,"-0.12","-0.14","0.1","2.21",,,695391,0,5,"Bot",,,,,,,-4.629099239827237,-122.46149861130596,-1.654811309599089,-0.2809301076973024,24.36138272735539,-33.51168321688096,"3.16","1.59",148,"61.7",33,"83.9",2400,"6.2",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.33",,,,,,,,46,3,"Slider",7,5,7,5,5,7,7,5,"Standard","Standard",296,"0","-0.072",,,,"0.072","88.0",2,2,"0.841","0.841",25,35,25,35,1,2,,,,,"3.36","-0.12","-0.12",,,,,,
"SL","2025-06-27","83.6","2.02","5.83","O'Loughlin, Jack",605361,672552,,"ball",,,,,13,"Nick Martini lines out softly to second baseman Adael Amador.","R","L","L","LV","ABQ","B",,,0,1,2025,"-0.14","0.04","-0.99","2.02",,,695391,0,5,"Bot",,,,,,,-6.658359726473944,-121.6963345179586,-2.4756319568387823,-0.18883823368456099,22.50046334509616,-31.49986798091308,"3.16","1.59",,,,"83.7",2463,"6.2",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.29",,,,,,,,46,2,"Slider",7,5,7,5,5,7,7,5,"Standard","Standard",304,"0","0.045",,,,"-0.045",,2,2,"0.841","0.841",25,35,25,35,1,2,,,,,"3.2","-0.14","-0.14",,,,,,
"FF","2025-06-27","92.8","1.87","5.91","O'Loughlin, Jack",605361,672552,,"called_strike",,,,,8,"Nick Martini lines out softly to second baseman Adael Amador.","R","L","L","LV","ABQ","S",,,0,0,2025,"0.86","1.14","0.02","1.6",,,695391,0,5,"Bot",,,,,,,-6.605284330240142,-134.78144636849333,-7.702870539721622,11.903160891223335,29.26303769277609,-16.721387703068704,"3.16","1.59",,,,"92.5",2196,"6.2",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.28",,,,,,,,46,1,"4-Seam Fastball",7,5,7,5,5,7,7,5,"Standard","Standard",138,"0","-0.064",,,,"0.064",,2,2,"0.841","0.841",25,35,25,35,1,2,,,,,"1.51","0.86","0.86",,,,,,
"SL","2025-06-27","83","2.12","5.84","O'Loughlin, Jack",695391,672552,"single","hit_into_play",,,,,14,"Brett Harris singles on a line drive to left fielder Sterlin Thompson.","R","R","L","LV","ABQ","X",7,"line_drive",2,2,2025,"0.04","-0.17","0.09","1.44",,,,0,5,"Bot",97.81,146.79,,,,,-4.696854353860819,-120.81891278262445,-3.281624015471102,1.212542742614986,22.13040040010248,-33.47706627893434,"3.29","1.66",152,"90.1",9,"82.8",2314,"6",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.47",0.549,0.501,"0.9",1,1,0,4,45,5,"Slider",7,5,7,5,5,7,7,5,"Standard","Strategic",305,"0.021","0.525",,,0.604,"-0.525","90.1",2,2,"0.82","0.82",25,27,25,27,1,2,,,,,"3.46","0.04","-0.04",,,,,,
"FF","2025-06-27","92.2","2.26","5.9","O'Loughlin, Jack",695391,672552,,"called_strike",,,,,5,"Brett Harris singles on a line drive to left fielder Sterlin Thompson.","R","R","L","LV","ABQ","S",,,2,1,2025,"0.54","1.04","0.09","2.22",,,,0,5,"Bot",,,,,,,-6.630273597339102,-134.15369052235573,-5.842552410169224,7.752552681595055,24.468907934223363,-18.566669829724074,"3.29","1.66",,,,"92.3",2159,"6",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.48",,,,,,,,45,4,"4-Seam Fastball",7,5,7,5,5,7,7,5,"Standard","Strategic",135,"0","-0.094",,,,"0.094",,2,2,"0.82","0.82",25,27,25,27,1,2,,,,,"1.61","0.54","-0.54",,,,,,
"SL","2025-06-27","82.5","2.31","5.76","O'Loughlin, Jack",695391,672552,,"swinging_strike",,,,,13,"Brett Harris singles on a line drive to left fielder Sterlin Thompson.","R","R","L","LV","ABQ","S",,,2,0,2025,"-0.04","-0.06","-0.17","1",,,,0,5,"Bot",,,,,,,-5.547507317728741,-120.09661674876436,-4.26044289683376,0.6140382793401011,20.830510720975962,-32.228197895373064,"3.29","1.66",,,,"82.7",2307,"6.1",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.36",,,,,,,,45,3,"Slider",7,5,7,5,5,7,7,5,"Standard","Strategic",329,"0","-0.128",,,,"0.128",,2,2,"0.82","0.82",25,27,25,27,1,2,,,,,"3.38","-0.04","0.04",,,,,,
"SL","2025-06-27","81.4","2","5.98","O'Loughlin, Jack",695391,672552,,"ball",,,,,11,"Brett Harris singles on a line drive to left fielder Sterlin Thompson.","R","R","L","LV","ABQ","B",,,1,0,2025,"-0.15","-0.32","-0.15","3.43",,,,0,5,"Bot",,,,,,,-4.516857548828177,-118.57847007964584,1.3455816245261658,-0.7637182092665808,18.43688508434918,-35.60117086915095,"3.29","1.66",,,,"81.7",2321,"6",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.45",,,,,,,,45,2,"Slider",7,5,7,5,5,7,7,5,"Standard","Strategic",321,"0","0.118",,,,"-0.118",,2,2,"0.82","0.82",25,27,25,27,1,2,,,,,"3.7","-0.15","0.15",,,,,,
"FF","2025-06-27","92.3","2.11","6.08","O'Loughlin, Jack",695391,672552,,"ball",,,,,12,"Brett Harris singles on a line drive to left fielder Sterlin Thompson.","R","R","L","LV","ABQ","B",,,0,0,2025,"0.74","1.03","0.84","3.49",,,,0,5,"Bot",,,,,,,-4.784607194726599,-134.49388131303905,-3.082483532332188,9.952333293849701,24.796190558473132,-19.115589252402692,"3.29","1.66",,,,"92.3",2154,"5.9",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.61",,,,,,,,45,1,"4-Seam Fastball",7,5,7,5,5,7,7,5,"Standard","Strategic",137,"0","0.068",,,,"-0.068",,2,2,"0.82","0.82",25,27,25,27,1,2,,,,,"1.6","0.74","-0.74",,,,,,
"SL","2025-06-27","82.5","2.56","5.9","O'Loughlin, Jack",669722,672552,"field_out","hit_into_play",,,,,4,"Logan Davidson grounds out, third baseman Aaron Schunk to first baseman Keston Hiura.","R","R","L","LV","ABQ","X",5,"ground_ball",1,1,2025,"-0.1","0.07","-0.45","2.36",,,687515,2,4,"Bot",95.8,166.57,,,,,-6.629620237390847,-119.87016508810885,-1.5800768974877348,0.5079970688657014,25.636516750486837,-31.396188989024942,"3.35","1.69",49,"91.3",1,"81.8",2322,"6.1",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.37",0.374,0.377,"0",1,0,0,2,40,3,"Slider",7,4,7,4,4,7,7,4,"Standard","Strategic",346,"-0.011","-0.267",,,0.462,"0.267","91.3",3,3,"0.857","0.857",25,27,25,28,1,2,,,,,"3.32","-0.1","0.1",,,,,,
"CU","2025-06-27","76.6","1.97","5.89","O'Loughlin, Jack",669722,672552,,"ball",,,,,13,"Logan Davidson grounds out, third baseman Aaron Schunk to first baseman Keston Hiura.","R","R","L","LV","ABQ","B",,,0,1,2025,"-0.69","-0.95","-1.33","1.5",,,687515,2,4,"Bot",,,,,,,-5.703610599533199,-111.52093450440186,-0.5354331612315445,-4.722098312997534,20.39154824912108,-40.22150716933806,"3.35","1.69",,,,"76.4",2461,"6.1",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.36",,,,,,,,40,2,"Curveball",7,4,7,4,4,7,7,4,"Standard","Strategic",326,"0","0.042",,,,"-0.042",,3,3,"0.857","0.857",25,27,25,28,1,2,,,,,"4.84","-0.69","0.69",,,,,,
"SL","2025-06-27","82.7","2.32","5.76","O'Loughlin, Jack",669722,672552,,"foul",,,,,4,"Logan Davidson grounds out, third baseman Aaron Schunk to first baseman Keston Hiura.","R","R","L","LV","ABQ","S",,,0,0,2025,"-0.07","-0.09","-0.54","2.7",,,687515,2,4,"Bot",,,,,,,-6.357573254656971,-120.3166421282366,-0.3662384683283789,0.4089986039852526,21.48929462417334,-33.14213239107533,"3.35","1.69",17,"88",-9,"82.7",2348,"6.1",780069,691011,669374,691182,668845,680911,694514,656248,691728,"54.39",,,,,,,,40,1,"Slider",7,4,7,4,4,7,7,4,"Standard","Strategic",320,"0","-0.06",,,,"0.06","88.0",3,3,"0.857","0.857",25,27,25,28,1,2,,,,,"3.4","-0.07","0.07",,,,,,
