"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SI","2025-06-29","93.3","-1.97","4.07","Hoffman, Nolan",645305,676510,"strikeout","swinging_strike",,,,,1,"Ali Sánchez strikes out swinging.","R","R","R","BUF","LHV","S",2,,3,2,2025,"-1.18","0.84","-0.58","2.82",,,,0,7,"Bot",,,,,,,6.150939504845759,-135.71025728008172,0.7229528949643318,-15.980939407804815,30.89362931590874,-22.239854589124576,"3.2","1.62",,,,"92.8",2368,"6.1",781724,668721,642215,680709,672463,684081,663714,670276,687282,"54.39",,0,"0",1,0,0,,53,7,"Sinker",3,2,3,2,2,3,3,2,"Standard","Standard",254,"-0.018","-0.405",,,,"0.405",,1,1,"0.794","0.794",27,28,28,28,1,2,,,,,"1.79","1.18","1.18",,,,,,
"SI","2025-06-29","93.7","-2.13","4.05","Hoffman, Nolan",645305,676510,,"foul",,,,,5,"Ali Sánchez strikes out swinging.","R","R","R","BUF","LHV","S",,,3,2,2025,"-1.53","0.4","-0.18","2.53",,,,0,7,"Bot",,,,,,,8.373930487500642,-136.25155945714232,0.9164927854913217,-20.88285887063654,29.067354896403195,-27.545018239080242,"3.2","1.62",,,,"93.5",2362,"6.1",781724,668721,642215,680709,672463,684081,663714,670276,687282,"54.36",,,,,,,,53,6,"Sinker",3,2,3,2,2,3,3,2,"Standard","Standard",255,"0","0",,,,"0",,1,1,"0.794","0.794",27,28,28,28,1,2,,,,,"2.19","1.53","1.53",,,,,,
"SI","2025-06-29","93.5","-2.08","4.12","Hoffman, Nolan",645305,676510,,"called_strike",,,,,4,"Ali Sánchez strikes out swinging.","R","R","R","BUF","LHV","S",,,3,1,2025,"-1.45","0.41","-0.55","2.23",,,,0,7,"Bot",,,,,,,7.132671922723534,-136.00661808816733,-0.0609065160608403,-19.528675552457756,29.032207413497115,-27.250387723807734,"3.2","1.62",,,,"93.5",2349,"6.2",781724,668721,642215,680709,672463,684081,663714,670276,687282,"54.26",,,,,,,,53,5,"Sinker",3,2,3,2,2,3,3,2,"Standard","Standard",255,"0","-0.117",,,,"0.117",,1,1,"0.794","0.794",27,28,28,28,1,2,,,,,"2.19","1.45","1.45",,,,,,
"SI","2025-06-29","93","-1.96","4.16","Hoffman, Nolan",645305,676510,,"ball",,,,,12,"Ali Sánchez strikes out swinging.","R","R","R","BUF","LHV","B",,,2,1,2025,"-1.5","0.57","1.21","2.5",,,,0,7,"Bot",,,,,,,11.388796481683956,-134.99778076864317,0.29078235119384876,-20.862833712913748,28.987476197723076,-25.46398540071619,"3.2","1.62",,,,"92.9",2364,"6.3",781724,668721,642215,680709,672463,684081,663714,670276,687282,"54.19",,,,,,,,53,4,"Sinker",3,2,3,2,2,3,3,2,"Standard","Standard",255,"0","0.159",,,,"-0.159",,1,1,"0.794","0.794",27,28,28,28,1,2,,,,,"2.07","1.5","1.5",,,,,,
"SI","2025-06-29","92.6","-2.05","4.14","Hoffman, Nolan",645305,676510,,"called_strike",,,,,2,"Ali Sánchez strikes out swinging.","R","R","R","BUF","LHV","S",,,2,0,2025,"-1.47","0.46","-0.26","2.96",,,,0,7,"Bot",,,,,,,7.760260305018584,-134.68702394200358,1.7929263841734773,-19.55125226024311,28.16336988922669,-27.21829969504,"3.2","1.62",,,,"92.6",2318,"6.3",781724,668721,642215,680709,672463,684081,663714,670276,687282,"54.25",,,,,,,,53,3,"Sinker",3,2,3,2,2,3,3,2,"Standard","Standard",254,"0","-0.128",,,,"0.128",,1,1,"0.794","0.794",27,28,28,28,1,2,,,,,"2.2","1.47","1.47",,,,,,
"CU","2025-06-29","76.3","-2.11","4.31","Hoffman, Nolan",645305,676510,,"ball",,,,,13,"Ali Sánchez strikes out swinging.","R","R","R","BUF","LHV","B",,,1,0,2025,"1.39","-0.62","-0.37","1.2",,,,0,7,"Bot",,,,,,,1.1698563107560465,-111.12148076778023,1.626387324728334,11.269003890902523,20.668206642713386,-37.781390751258314,"3.2","1.62",,,,"76.2",2485,"6.3",781724,668721,642215,680709,672463,684081,663714,670276,687282,"54.25",,,,,,,,53,2,"Curveball",3,2,3,2,2,3,3,2,"Standard","Standard",56,"0","0.118",,,,"-0.118",,1,1,"0.794","0.794",27,28,28,28,1,2,,,,,"4.54","-1.39","-1.39",,,,,,
"SI","2025-06-29","92.2","-2.07","4.17","Hoffman, Nolan",645305,676510,,"ball",,,,,11,"Ali Sánchez strikes out swinging.","R","R","R","BUF","LHV","B",,,0,0,2025,"-1.6","0.41","-1","3.13",,,,0,7,"Bot",,,,,,,6.166547974383728,-134.1004281308812,2.3734972000688392,-20.59392587223112,31.450988687385554,-28.114179753794623,"3.2","1.62",,,,"91.7",2196,"6.2",781724,668721,642215,680709,672463,684081,663714,670276,687282,"54.27",,,,,,,,53,1,"Sinker",3,2,3,2,2,3,3,2,"Standard","Standard",259,"0","0.068",,,,"-0.068",,1,1,"0.794","0.794",27,28,28,28,1,2,,,,,"2.3","1.6","1.6",,,,,,
"SI","2025-06-26","92.3","-2.33","4.12","Hoffman, Nolan",695238,676510,"strikeout","swinging_strike",,,,,2,"Will Wagner strikes out swinging.","R","L","R","BUF","LHV","S",2,,0,2,2025,"-1.56","0.17","0.16","3.2",,645305,694661,2,7,"Bot",,,,,,,9.765949738140424,-134.06167035312868,3.1056949366786952,-20.863352307708148,27.920590550903782,-30.97777892270389,"3.19","1.61",,,,"92.7",2327,"6.5",781727,596117,677007,672463,684081,666801,642215,640458,663714,"53.95",,0,"0",1,0,0,,78,3,"Sinker",8,12,8,12,12,8,8,12,"Standard","Standard",252,"-0.029","-0.16",,,,"0.16",,-4,-4,"0.061","0.061",27,26,28,27,1,4,,,,,"2.5","1.56","-1.56",,,,,,
"CH","2025-06-26","84.5","-2.17","4.04","Hoffman, Nolan",695238,676510,,"foul",,,,,8,"Will Wagner strikes out swinging.","R","L","R","BUF","LHV","S",,,0,1,2025,"-1.28","-0.43","-0.12","2.03",,645305,694661,2,7,"Bot",,,,,,,7.414094474174419,-122.95358106652213,2.4792123393406555,-14.429906446468708,20.679601133633945,-37.20556423180594,"3.19","1.61",234,"84.2",17,"85.8",1913,"6.8",781727,596117,677007,672463,684081,666801,642215,640458,663714,"53.71",,,,,,,,78,2,"Changeup",8,12,8,12,12,8,8,12,"Standard","Standard",278,"0","-0.075",,,,"0.075","88.0",-4,-4,"0.061","0.061",27,26,28,27,1,4,,,,,"3.58","1.28","-1.28",,,,,,
"SI","2025-06-26","92.3","-2.25","4.26","Hoffman, Nolan",695238,676510,,"called_strike",,,,,8,"Will Wagner strikes out swinging.","R","L","R","BUF","LHV","S",,,0,0,2025,"-1.64","0.51","-0.26","1.82",,645305,694661,2,7,"Bot",,,,,,,8.6507619876563,-133.99945717220209,-1.4411199100117043,-21.619203940504793,31.855792971782783,-25.914476072357985,"3.19","1.61",,,,"92",2360,"6.5",781727,596117,677007,672463,684081,666801,642215,640458,663714,"54.02",,,,,,,,78,1,"Sinker",8,12,8,12,12,8,8,12,"Standard","Standard",253,"0","-0.061",,,,"0.061",,-4,-4,"0.061","0.061",27,26,28,27,1,4,,,,,"2.2","1.64","-1.64",,,,,,
"CU","2025-06-26","76.6","-2.17","4.38","Hoffman, Nolan",694661,676510,"single","hit_into_play",,,,,9,"Riley Tirotta singles on a fly ball to shortstop Rodolfo Castro. Will Robertson scores. Orelvis Martinez scores. Ali Sánchez to 2nd.","R","R","R","BUF","LHV","X",6,"fly_ball",2,2,2025,"1.56","-0.52","0.48","1.88",683770,682619,645305,2,7,"Bot",103.79,116.27,,,,,2.794397855285288,-111.31079079050394,2.923178757016517,12.055921444180909,25.20870543416539,-37.31763024645612,"3.31","1.67",215,"64.8",35,"76.5",2310,"6.9",781727,596117,677007,672463,684081,666801,642215,640458,663714,"53.57",0.76,0.697,"0.9",1,1,0,4,77,5,"Curveball",6,12,6,12,12,8,8,12,"Standard","Standard",60,"0.035","0.569",,,0.829,"-0.569","88.0",-6,-6,"0.026","0.026",27,26,28,27,1,3,,,,,"4.5","-1.56","-1.56",,,,,,
"SI","2025-06-26","92.5","-2.17","4.13","Hoffman, Nolan",694661,676510,,"foul",,,,,7,"Riley Tirotta singles on a fly ball to shortstop Rodolfo Castro. Will Robertson scores. Orelvis Martinez scores. Ali Sánchez to 2nd.","R","R","R","BUF","LHV","S",,,2,1,2025,"-1.23","0.38","-0.51","1.99",683770,682619,645305,2,7,"Bot",,,,,,,6.9925212134423145,-134.45132940895877,-0.420505308786047,-16.43599853000071,30.729840488484047,-27.686466957757823,"3.31","1.67",313,"92.7",34,"93.1",2284,"6.8",781727,596117,677007,672463,684081,666801,642215,640458,663714,"53.66",,,,,,,,77,4,"Sinker",6,12,6,12,12,6,6,12,"Standard","Standard",256,"0","-0.086",,,,"0.086","92.7",-6,-6,"0.026","0.026",27,26,28,27,1,3,,,,,"2.3","1.23","1.23",,,,,,
"SI","2025-06-26","92.5","-2.26","4.14","Hoffman, Nolan",694661,676510,,"foul",,,,,1,"Riley Tirotta singles on a fly ball to shortstop Rodolfo Castro. Will Robertson scores. Orelvis Martinez scores. Ali Sánchez to 2nd.","R","R","R","BUF","LHV","S",,,2,0,2025,"-1.47","0.48","-0.64","3.25",683770,682619,645305,2,7,"Bot",,,,,,,7.333405035736398,-134.34845530248165,2.577760498830877,-19.421203637310676,31.771270697061595,-27.301320104477718,"3.31","1.67",169,"77.2",69,"92.1",2195,"6.3",781727,596117,677007,672463,684081,666801,642215,640458,663714,"54.16",,,,,,,,77,3,"Sinker",6,12,6,12,12,6,6,12,"Standard","Standard",258,"0","-0.112",,,,"0.112","88.0",-6,-6,"0.026","0.026",27,26,28,27,1,3,,,,,"2.22","1.47","1.47",,,,,,
"SI","2025-06-26","92.2","-2.12","4.12","Hoffman, Nolan",694661,676510,,"blocked_ball",,,,,14,"Riley Tirotta singles on a fly ball to shortstop Rodolfo Castro. Will Robertson scores. Orelvis Martinez scores. Ali Sánchez to 2nd.","R","R","R","BUF","LHV","B",,,1,0,2025,"-1.27","0.58","1.12","0.45",683770,682619,645305,2,7,"Bot",,,,,,,10.966320212223312,-133.90480800200407,-4.808069712857023,-17.53123035819803,25.733274627845535,-24.371566616167794,"3.31","1.67",,,,"92.4",2258,"6.3",781727,596117,677007,672463,684081,666801,642215,640458,663714,"54.24",,,,,,,,77,2,"Sinker",6,12,6,12,12,6,6,12,"Standard","Standard",255,"0","0.083",,,,"-0.083",,-6,-6,"0.026","0.026",27,26,28,27,1,3,,,,,"2.09","1.27","1.27",,,,,,
"SI","2025-06-26","92.4","-2.09","4.28","Hoffman, Nolan",694661,676510,,"ball",,,,,13,"Riley Tirotta singles on a fly ball to shortstop Rodolfo Castro. Will Robertson scores. Orelvis Martinez scores. Ali Sánchez to 2nd.","R","R","R","BUF","LHV","B",,,0,0,2025,"-1.27","0.13","-0.57","1.52",683770,682619,645305,2,7,"Bot",,,,,,,6.611888200658918,-134.3601826123395,-1.4991996986158829,-16.876092242199512,29.357765214725738,-30.49354918224153,"3.31","1.67",,,,"91.9",2226,"6",781727,596117,677007,672463,684081,666801,642215,640458,663714,"54.46",,,,,,,,77,1,"Sinker",6,12,6,12,12,6,6,12,"Standard","Standard",256,"0","0.063",,,,"-0.063",,-6,-6,"0.026","0.026",27,26,28,27,1,3,,,,,"2.55","1.27","1.27",,,,,,
"SI","2025-06-24","94.5","-2.11","4.07","Hoffman, Nolan",682818,676510,"grounded_into_double_play","hit_into_play",,,,,12,"Yohendrick Pinango grounds into a double play, second baseman Rafael Lantigua to shortstop Rodolfo Castro to first baseman Weston Wilson. Riley Tirotta out at 2nd. Yohendrick Pinango out at 1st.","R","L","R","BUF","LHV","X",4,"ground_ball",1,2,2025,"-1.6","0.33","0.89","2.5",,,694661,1,6,"Bot",141.02,151.43,,,,,11.341146152890351,-137.20871832914574,0.8983204906513765,-22.76360178594336,30.542858283247842,-28.466094161598704,"3.17","1.6",17,"100.8",-7,"94.3",2344,"6.3",781719,596117,642215,672463,684081,666801,670276,702222,687282,"54.19",0.249,0.225,"0",1,0,0,2,51,5,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",259,"-0.077","-0.238",,,0.27,"0.238","100.8",0,0,"0.577","0.577",27,23,28,23,1,2,,,,,"2.24","1.6","-1.6",,,,,,
"CU","2025-06-24","77.7","-2.18","4.25","Hoffman, Nolan",682818,676510,,"foul",,,,,14,"Yohendrick Pinango grounds into a double play, second baseman Rafael Lantigua to shortstop Rodolfo Castro to first baseman Weston Wilson. Riley Tirotta out at 2nd. Yohendrick Pinango out at 1st.","R","L","R","BUF","LHV","S",,,1,2,2025,"1.55","-0.78","0.79","1.42",,,694661,1,6,"Bot",,,,,,,3.5078761177068154,-113.00683978173963,2.306151925804407,12.550809980983995,21.615377082592932,-39.47979229605371,"3.17","1.6",167,"58.1",39,"77.4",2485,"6.2",781719,596117,642215,672463,684081,666801,670276,702222,687282,"54.29",,,,,,,,51,4,"Curveball",1,1,1,1,1,1,1,1,"Standard","Standard",63,"0","0",,,,"0","88.0",0,0,"0.577","0.577",27,23,28,23,1,2,,,,,"4.57","-1.55","1.55",,,,,,
"CH","2025-06-24","84.7","-2.19","3.87","Hoffman, Nolan",682818,676510,,"foul",,,,,13,"Yohendrick Pinango grounds into a double play, second baseman Rafael Lantigua to shortstop Rodolfo Castro to first baseman Weston Wilson. Riley Tirotta out at 2nd. Yohendrick Pinango out at 1st.","R","L","R","BUF","LHV","S",,,1,1,2025,"-1.09","-0.37","-0.98","2.16",,,694661,1,6,"Bot",,,,,,,5.0210063998597665,-123.2618189910059,3.0013927281460595,-12.124661635575084,21.898150589110497,-36.68588396028499,"3.17","1.6",183,"64.4",31,"85.1",1985,"6.3",781719,596117,642215,672463,684081,666801,670276,702222,687282,"54.19",,,,,,,,51,3,"Changeup",1,1,1,1,1,1,1,1,"Standard","Standard",280,"0","-0.071",,,,"0.071","88.0",0,0,"0.577","0.577",27,23,28,23,1,2,,,,,"3.52","1.09","-1.09",,,,,,
"CH","2025-06-24","85","-2.13","3.91","Hoffman, Nolan",682818,676510,,"ball",,,,,7,"Yohendrick Pinango grounds into a double play, second baseman Rafael Lantigua to shortstop Rodolfo Castro to first baseman Weston Wilson. Riley Tirotta out at 2nd. Yohendrick Pinango out at 1st.","R","L","R","BUF","LHV","B",,,0,1,2025,"-1.36","-0.25","-0.7","1.51",,,694661,1,6,"Bot",,,,,,,6.085079402253167,-123.63015290365531,1.1964462784160592,-15.174291589134034,24.63494654203699,-35.20173873402744,"3.17","1.6",,,,"85.1",2040,"6.4",781719,596117,642215,672463,684081,666801,670276,702222,687282,"54.11",,,,,,,,51,2,"Changeup",1,1,1,1,1,1,1,1,"Standard","Standard",282,"0","0.04",,,,"-0.04",,0,0,"0.577","0.577",27,23,28,23,1,2,,,,,"3.41","1.36","-1.36",,,,,,
